90865;-0.591158;0.410975
90865;-0.741225;0.233595
90865;0.028508;-0.869682
90866;-0.591142;0.674051
90865;-0.382297;0.741606
90865;0.168047;0.357606
90865;0.287814;-0.713979
90866;-0.647324;0.426904
90865;0.154805;-0.199573
90865;-0.221416;0.658034
90865;-0.428081;-0.756036
90867;0.281196;0.068195
90866;-0.050256;-0.644835
90865;-0.693722;0.622059
90867;0.159577;0.006155
90866;0.261728;0.859828
90867;-0.553235;-0.215367
90867;0.334889;0.480377
90866;0.338750;-0.622351
90865;0.763937;-0.513282
90867;-0.297945;0.435272
90866;0.141250;-0.004395
90867;-0.388325;-0.575691
90866;0.130102;0.616672
90865;-0.763103;0.520213
90867;0.368651;-0.080772
90866;0.406378;-0.007321
90867;0.463181;0.688826
90866;0.108799;0.593149
90865;-0.509292;0.332256
90866;-0.942462;0.044609
90867;-0.691945;0.477545
90866;-0.257077;-0.694653
90867;0.098712;-0.953464
90867;-0.868204;0.102394
90866;-0.507377;0.522488
90865;-0.518282;-0.761766
90866;-0.536207;-0.031089
90867;0.878180;-0.430995
90866;-0.510474;0.458537
90867;0.267829;-0.599724
90866;0.638856;-0.741931
90867;0.435036;-0.354807
90866;0.359521;0.474790
90867;0.757901;0.035309
90866;-0.197252;0.782234
90865;-0.806464;-0.248643
90867;-0.554132;0.699588
90867;-0.016397;0.423638
90867;0.084177;0.764780
90866;0.002228;-0.557593
90867;-0.337442;0.620162
90866;0.536078;-0.131900
90867;-0.444800;0.240540
90867;0.747410;-0.278546
90866;-0.547765;-0.289463
90865;0.464360;0.494894
90867;0.477777;-0.007779
90867;-0.745392;0.201114
90866;0.045183;-0.603877
90865;-0.318569;-0.189473
90867;0.121924;-0.817331
90866;0.643998;-0.320626
90868;-0.297278;-0.352906
90868;0.788141;0.280527
90867;0.030306;-0.650442
90867;0.018468;0.384077
90866;-0.629751;-0.228726
90868;0.333026;-0.836557
90865;-0.182452;-0.464915
90866;-0.200295;-0.363277
90867;-0.823713;-0.139160
90868;-0.021840;0.940300
90866;0.407357;0.452644
90868;-0.379812;0.503425
90865;0.175855;-0.407956
90867;0.163503;0.002609
90868;-0.262237;0.575542
90866;-0.405302;0.083088
90867;-0.157846;-0.909952
90868;-0.868581;-0.245668
90867;0.429744;0.700166
90867;-0.318335;-0.263109
90865;-0.511532;0.673865
90868;0.252375;-0.330467
90867;-0.069614;-0.006946
90866;0.464553;-0.253625
90868;-0.155712;0.947529
90867;-0.749668;0.333819
90865;-0.357071;0.701491
90868;-0.883193;0.178862
90866;-0.681409;-0.447156
90868;0.133688;0.898232
90867;0.113736;-0.442265
90868;0.593487;0.735773
90865;-0.034862;0.073426
90867;0.848342;0.092125
90868;0.129889;-0.950086
90866;0.641287;0.106911
90867;0.346597;-0.744914
90868;-0.099039;-0.554437
90865;0.071899;0.408170
90869;-0.591220;-0.641327
90867;0.223502;0.405509
90868;-0.428656;-0.415153
90866;0.849427;0.314981
90868;0.525059;0.667934
90867;-0.604236;0.608428
90868;-0.033068;0.217799
90867;-0.158238;0.499650
90865;0.111709;-0.502092
90868;0.541298;-0.397440
90867;-0.384745;-0.407127
90866;-0.119793;0.642442
90868;0.223131;0.165749
90867;-0.586825;-0.767320
90870;-0.591205;-0.378252
90868;-0.262740;0.130780
90867;-0.345401;0.850810
90870;0.725143;-0.518306
90869;-0.233630;-0.621355
90868;0.016483;-0.966791
90866;-0.478528;-0.621038
90867;-0.434989;-0.866422
90870;0.831904;-0.183437
90868;-0.851065;0.143525
90865;0.160675;0.466040
90867;0.041246;-0.772119
90868;0.224899;-0.129987
90869;0.882230;-0.361743
90866;0.213537;0.916464
90870;-0.458075;-0.866552
90868;-0.689319;0.615481
90867;-0.230809;0.797943
90870;-0.132966;-0.758892
90865;0.733827;-0.565222
90868;0.396387;0.068221
